datetime,csi1000,csi500,hs300,sse
2009-02-20,2643.537,2776.96,2344.32,2261.478
2009-02-23,2732.416,2871.79,2410.481,2305.777
2009-02-24,2622.024,2754.24,2301.849,2200.654
2009-02-25,2650.183,2771.1,2304.251,2206.574
2009-02-26,2461.931,2571.28,2190.185,2121.251
2009-02-27,2302.017,2416.95,2140.489,2082.852
2009-03-02,2374.967,2478.81,2164.666,2093.447
2009-03-03,2402.438,2499.83,2142.154,2071.431
2009-03-04,2541.431,2651.41,2285.149,2198.107
2009-03-05,2564.767,2671.57,2304.919,2221.076
2009-03-06,2548.335,2653.47,2286.576,2193.007
2009-03-09,2429.327,2536.01,2202.527,2118.748
2009-03-10,2487.79,2601.42,2240.782,2158.568
2009-03-11,2481.957,2587.37,2220.38,2139.025
2009-03-12,2492.52,2597.23,2215.7,2133.881
2009-03-13,2469.922,2569.63,2205.422,2128.848
2009-03-16,2503.905,2603.06,2241.614,2153.291
2009-03-17,2595.07,2699.59,2322.403,2218.326
2009-03-18,2624.444,2734.55,2332.652,2223.725
2009-03-19,2687.284,2797.16,2382.564,2265.759
2009-03-20,2672.452,2784.11,2379.838,2281.087
2009-03-23,2723.024,2843.88,2439.395,2325.48
2009-03-24,2743.763,2865.33,2451.783,2338.42
2009-03-25,2681.401,2785.66,2401.327,2291.555
2009-03-26,2747.375,2853.41,2479.789,2361.704
2009-03-27,2773.332,2877.88,2498.931,2374.438
2009-03-30,2785.356,2883.21,2484.487,2358.04
2009-03-31,2814.169,2914.13,2507.789,2373.213
2009-04-01,2855.853,2962.84,2548.222,2408.017
2009-04-02,2861.154,2965.74,2576.4,2425.291
2009-04-03,2848.325,2934.25,2570.503,2419.778
2009-04-07,2893.858,2968.52,2576.95,2439.182
2009-04-08,2799.434,2867.17,2479.348,2347.385
2009-04-09,2860.712,2915.02,2517.669,2379.876
2009-04-10,2945.905,3009.38,2595.53,2444.226
2009-04-13,2979.83,3050.37,2656.518,2513.701
2009-04-14,3030.307,3099.43,2676.872,2527.181
2009-04-15,3071.288,3143.82,2686.99,2536.056
2009-04-16,3089.67,3159.26,2687.106,2534.134
2009-04-17,3042.655,3119.42,2650.691,2503.935
2009-04-20,3122.537,3205.88,2707.667,2557.456
2009-04-21,3117.7,3205.08,2675.442,2535.828
2009-04-22,2959.557,3042.64,2576.281,2461.346
2009-04-23,2980.154,3059.71,2593.564,2463.954
2009-04-24,2956.25,3036.76,2572.888,2448.595
2009-04-27,2838.172,2916.11,2513.292,2405.348
2009-04-28,2870.51,2959.95,2518.531,2401.438
2009-04-29,2933.563,3040.04,2605.37,2468.192
2009-04-30,2971.896,3086.22,2622.926,2477.569
2009-05-04,3069.854,3190.25,2714.301,2559.911
2009-05-05,3117.398,3220.62,2727.014,2567.337
2009-05-06,3175.639,3264.58,2764.979,2592.52
2009-05-07,3154.781,3242.63,2767.076,2597.447
2009-05-08,3160.738,3257.59,2789.219,2625.645
2009-05-11,3033.391,3134.57,2725.316,2579.747
2009-05-12,3108.809,3212.14,2788.562,2618.172
2009-05-13,3137.418,3234.15,2814.005,2663.766
2009-05-14,3160.982,3246.56,2792.597,2639.887
2009-05-15,3183.185,3270.74,2796.116,2645.263
2009-05-18,3212.927,3295.65,2810.573,2652.779
2009-05-19,3243.412,3325.53,2840.084,2676.682
2009-05-20,3227.418,3306.47,2812.865,2651.414
2009-05-21,3170.246,3247.48,2750.01,2610.622
2009-05-22,3164.271,3254.53,2740.677,2597.601
2009-05-25,3165.127,3271.5,2752.716,2610.01
2009-05-26,3179.55,3274.85,2719.764,2588.575
2009-05-27,3179.668,3276.75,2759.712,2632.93
2009-06-01,3226.037,3332.34,2858.342,2721.28
2009-06-02,3242.413,3353.92,2865.099,2724.302
2009-06-03,3266.593,3380.19,2939.387,2778.589
2009-06-04,3256.328,3375.87,2953.751,2767.244
2009-06-05,3243.499,3355.78,2939.306,2753.891
2009-06-08,3244.393,3350.24,2948.478,2768.336
2009-06-09,3266.021,3366.91,2960.556,2787.887
2009-06-10,3302.471,3403.21,2989.595,2816.247
2009-06-11,3282.26,3383.0,2961.629,2797.32
2009-06-12,3217.711,3309.59,2906.286,2743.762
2009-06-15,3258.582,3356.71,2966.192,2789.549
2009-06-16,3250.12,3349.35,2961.22,2776.022
2009-06-17,3293.831,3403.96,3010.588,2810.123
2009-06-18,3311.359,3431.28,3057.428,2853.903
2009-06-19,3319.755,3434.05,3080.001,2880.492
2009-06-22,3297.353,3405.13,3082.563,2896.302
2009-06-23,3295.936,3392.11,3083.895,2892.697
2009-06-24,3333.87,3431.44,3120.73,2922.299
2009-06-25,3339.816,3427.47,3117.921,2925.046
2009-06-26,3356.416,3448.46,3128.421,2928.211
2009-06-29,3364.937,3476.79,3179.972,2975.314
2009-06-30,3335.098,3452.26,3166.474,2959.362
2009-07-01,3357.219,3503.75,3237.903,3008.15
2009-07-02,3389.915,3540.51,3282.359,3060.254
2009-07-03,3423.765,3584.86,3327.135,3088.367
2009-07-06,3417.162,3592.64,3374.753,3124.667
2009-07-07,3433.157,3589.19,3340.493,3089.45
2009-07-08,3479.209,3633.43,3352.269,3080.774
2009-07-09,3551.981,3701.79,3396.304,3123.035
2009-07-10,3566.932,3719.97,3398.31,3113.932
2009-07-13,3598.008,3754.34,3361.011,3080.556
2009-07-14,3658.503,3813.88,3454.753,3145.157
2009-07-15,3694.754,3848.63,3493.305,3188.551
2009-07-16,3682.37,3829.21,3501.24,3183.742
2009-07-17,3703.256,3852.86,3519.809,3189.741
2009-07-20,3768.359,3919.43,3591.123,3266.92
2009-07-21,3671.16,3824.29,3539.832,3213.206
2009-07-22,3725.446,3894.56,3606.924,3296.615
2009-07-23,3771.708,3933.11,3651.969,3328.49
2009-07-24,3741.69,3907.97,3667.556,3372.603
2009-07-27,3816.037,3972.64,3743.626,3435.212
2009-07-28,3865.935,4022.91,3755.818,3438.371
2009-07-29,3618.029,3764.64,3558.508,3266.432
2009-07-30,3660.61,3803.12,3634.818,3321.56
2009-07-31,3771.171,3928.58,3734.622,3412.062
2009-08-03,3838.62,4020.27,3787.033,3462.59
2009-08-04,3876.241,4069.35,3786.615,3471.442
2009-08-05,3901.161,4069.34,3740.936,3428.501
2009-08-06,3849.219,4015.42,3663.12,3356.33
2009-08-07,3742.531,3893.13,3555.095,3260.69
2009-08-10,3774.802,3933.05,3544.539,3249.76
2009-08-11,3800.696,3953.29,3556.375,3264.726
2009-08-12,3610.931,3770.14,3397.4,3112.719
2009-08-13,3616.843,3778.14,3440.82,3140.56
2009-08-14,3434.003,3609.7,3344.462,3046.972
2009-08-17,3197.229,3358.1,3140.271,2870.63
2009-08-18,3252.116,3424.77,3171.986,2910.884
2009-08-19,3086.185,3247.53,3014.568,2785.584
2009-08-20,3206.88,3374.35,3144.39,2911.582
2009-08-21,3312.081,3468.04,3203.624,2960.771
2009-08-24,3395.396,3541.8,3229.6,2993.429
2009-08-25,3355.871,3485.92,3109.83,2915.803
2009-08-26,3461.41,3595.12,3172.386,2967.595
2009-08-27,3500.652,3629.51,3156.301,2946.395
2009-08-28,3398.373,3531.41,3046.781,2860.688
2009-08-31,3163.168,3278.0,2830.271,2667.745
2009-09-01,3138.414,3245.27,2843.7,2683.724
2009-09-02,3151.004,3265.07,2890.926,2714.974
2009-09-03,3293.915,3427.44,3051.964,2845.024
2009-09-04,3355.186,3489.06,3077.142,2861.609
2009-09-07,3405.001,3527.25,3104.208,2881.116
2009-09-08,3455.466,3592.81,3170.967,2930.475
2009-09-09,3466.616,3613.41,3194.909,2946.259
2009-09-10,3429.543,3581.68,3162.914,2924.883
2009-09-11,3492.153,3641.82,3238.133,2989.792
2009-09-14,3579.922,3736.58,3293.394,3026.741
2009-09-15,3619.603,3775.21,3302.642,3033.728
2009-09-16,3646.414,3781.06,3258.236,2999.71
2009-09-17,3740.765,3868.67,3320.096,3060.26
2009-09-18,3626.91,3739.73,3199.689,2962.667
2009-09-21,3676.522,3804.33,3208.604,2967.011
2009-09-22,3589.186,3708.2,3131.026,2897.553
2009-09-23,3482.475,3595.71,3060.069,2842.721
2009-09-24,3452.755,3568.67,3080.926,2853.554
2009-09-25,3415.828,3536.81,3058.528,2838.842
2009-09-28,3308.499,3434.66,2972.643,2763.525
2009-09-29,3220.378,3372.07,2972.286,2754.54
2009-09-30,3250.403,3400.62,3004.805,2779.426
2009-10-09,3419.11,3576.44,3163.708,2911.715
2009-10-12,3439.278,3597.86,3151.632,2894.483
2009-10-13,3501.873,3659.08,3198.517,2936.191
2009-10-14,3543.406,3692.65,3227.399,2970.532
2009-10-15,3559.606,3704.4,3239.643,2979.788
2009-10-16,3578.557,3716.9,3241.709,2976.633
2009-10-19,3661.713,3808.18,3329.158,3038.273
2009-10-20,3715.834,3865.83,3377.574,3084.454
2009-10-21,3686.213,3839.95,3369.285,3070.589
2009-10-22,3706.275,3855.77,3347.32,3051.412
2009-10-23,3751.551,3908.44,3413.252,3107.847
2009-10-26,3761.265,3911.65,3414.239,3109.566
2009-10-27,3657.888,3807.98,3314.722,3021.459
2009-10-28,3695.386,3846.42,3329.327,3031.329
2009-10-29,3624.548,3777.5,3247.051,2960.466
2009-10-30,3665.991,3827.68,3280.372,2995.848
2009-11-02,3784.189,3955.78,3392.803,3076.649
2009-11-03,3869.77,4053.21,3435.425,3114.227
2009-11-04,3911.091,4083.48,3453.888,3128.537
2009-11-05,3951.001,4125.78,3464.318,3155.053
2009-11-06,3969.635,4145.14,3483.021,3164.037
2009-11-09,4006.825,4176.19,3495.788,3175.585
2009-11-10,4017.977,4182.77,3503.776,3178.61
2009-11-11,4046.113,4199.55,3495.674,3175.192
2009-11-12,4056.642,4213.25,3499.992,3172.945
2009-11-13,4104.987,4267.01,3518.722,3187.647
2009-11-16,4197.538,4364.97,3625.798,3275.048
2009-11-17,4226.496,4387.55,3628.354,3282.889
2009-11-18,4253.367,4406.78,3630.229,3303.234
2009-11-19,4331.008,4476.14,3642.437,3320.612
2009-11-20,4358.747,4508.29,3631.013,3308.346
2009-11-23,4445.728,4591.34,3665.509,3338.663
2009-11-24,4193.557,4347.66,3548.08,3223.526
2009-11-25,4360.021,4512.08,3629.629,3290.165
2009-11-26,4182.093,4328.41,3485.773,3170.98
2009-11-27,4074.01,4215.34,3382.51,3096.265
2009-11-30,4264.053,4405.33,3511.669,3195.301
2009-12-01,4394.99,4525.29,3560.831,3235.363
2009-12-02,4474.926,4591.38,3597.329,3269.752
2009-12-03,4515.835,4621.94,3590.876,3264.628
2009-12-04,4375.979,4506.08,3643.491,3317.044
2009-12-07,4459.079,4581.24,3668.832,3331.897
2009-12-08,4450.83,4571.76,3624.019,3296.664
2009-12-09,4386.532,4498.15,3554.478,3239.568
2009-12-10,4411.686,4536.56,3577.237,3254.264
2009-12-11,4408.394,4534.76,3575.02,3247.318
2009-12-14,4384.536,4513.59,3612.753,3302.904
2009-12-15,4412.453,4523.49,3583.341,3274.46
2009-12-16,4391.336,4506.04,3560.723,3255.213
2009-12-17,4258.451,4364.93,3480.153,3179.078
2009-12-18,4091.683,4203.48,3391.735,3113.886
2009-12-21,4146.904,4256.39,3396.622,3122.973
2009-12-22,4024.344,4136.82,3305.543,3050.52
2009-12-23,4098.224,4210.17,3336.48,3073.777
2009-12-24,4229.803,4345.3,3438.817,3153.41
2009-12-25,4255.653,4376.19,3424.783,3141.353
2009-12-28,4326.272,4447.21,3478.433,3188.785
2009-12-29,4351.143,4463.6,3500.737,3211.761
2009-12-30,4336.605,4446.07,3558.857,3262.6
2009-12-31,4391.281,4485.25,3575.684,3277.139
2010-01-04,4406.765,4510.53,3535.229,3243.76
2010-01-05,4462.232,4557.48,3564.038,3282.179
2010-01-06,4452.868,4550.28,3541.727,3254.215
2010-01-07,4361.161,4459.15,3471.456,3192.776
2010-01-08,4417.771,4514.45,3480.13,3195.997
2010-01-11,4449.942,4542.95,3482.052,3212.75
2010-01-12,4541.602,4639.63,3534.916,3273.966
2010-01-13,4485.317,4591.02,3421.144,3172.658
2010-01-14,4609.304,4714.1,3469.051,3215.55
2010-01-15,4658.087,4747.65,3482.738,3224.152
2010-01-18,4734.051,4829.06,3500.684,3237.098
2010-01-19,4740.448,4830.02,3507.482,3246.874
2010-01-20,4586.747,4651.07,3394.434,3151.85
2010-01-21,4606.434,4667.21,3408.574,3158.863
2010-01-22,4471.278,4537.88,3366.197,3128.588
2010-01-25,4407.043,4481.16,3328.014,3094.411
2010-01-26,4226.935,4294.38,3242.797,3019.394
2010-01-27,4194.634,4267.11,3198.566,2986.607
2010-01-28,4248.036,4336.38,3206.57,2994.143
2010-01-29,4290.323,4374.65,3204.155,2989.292
2010-02-01,4239.985,4331.37,3152.707,2941.36
2010-02-02,4225.466,4301.77,3146.189,2934.713
2010-02-03,4304.836,4363.08,3230.715,3003.835
2010-02-04,4364.225,4408.44,3218.802,2995.308
2010-02-05,4281.782,4311.29,3153.087,2939.402
2010-02-08,4278.582,4310.89,3150.988,2935.174
2010-02-09,4277.332,4311.89,3169.19,2948.842
2010-02-10,4330.417,4366.25,3214.13,2982.5
2010-02-11,4307.129,4356.52,3220.398,2985.499
2010-02-12,4366.276,4416.22,3251.278,3018.133
2010-02-22,4392.687,4419.55,3233.345,3003.398
2010-02-23,4464.227,4459.15,3198.634,2982.575
2010-02-24,4559.661,4556.28,3244.483,3022.177
2010-02-25,4645.06,4629.96,3292.128,3060.618
2010-02-26,4653.344,4634.67,3281.666,3051.943
2010-03-01,4721.887,4686.27,3324.423,3087.842
2010-03-02,4724.64,4690.29,3311.236,3073.108
2010-03-03,4788.502,4758.43,3335.081,3097.005
2010-03-04,4617.845,4586.52,3250.573,3023.373
2010-03-05,4617.363,4604.59,3259.764,3031.065
2010-03-08,4676.44,4654.58,3286.178,3053.232
2010-03-09,4682.254,4660.13,3305.863,3069.141
2010-03-10,4630.01,4598.99,3279.694,3048.927
2010-03-11,4605.249,4562.87,3276.705,3051.282
2010-03-12,4532.081,4492.86,3233.126,3013.412
2010-03-15,4498.085,4454.76,3183.183,2976.939
2010-03-16,4555.309,4491.46,3203.971,2992.841
2010-03-17,4674.636,4616.05,3273.916,3050.479
2010-03-18,4686.251,4630.95,3267.555,3046.089
2010-03-19,4723.848,4663.9,3293.871,3067.75
2010-03-22,4766.944,4690.2,3302.628,3074.576
2010-03-23,4739.367,4658.63,3275.573,3053.125
2010-03-24,4750.988,4683.06,3276.669,3056.808
2010-03-25,4678.813,4620.75,3229.128,3019.176
2010-03-26,4742.465,4686.93,3275.002,3059.715
2010-03-29,4770.536,4723.61,3358.54,3123.798
2010-03-30,4800.452,4744.42,3366.708,3128.468
2010-03-31,4822.084,4756.16,3345.607,3109.105
2010-04-01,4904.303,4827.21,3391.935,3147.416
2010-04-02,4922.824,4843.17,3407.346,3157.957
2010-04-06,4942.334,4852.9,3405.145,3158.681
2010-04-07,4951.727,4863.64,3386.949,3148.222
2010-04-08,4956.366,4864.92,3346.744,3118.709
2010-04-09,5031.25,4939.18,3379.17,3145.347
2010-04-12,5088.293,4976.38,3351.478,3129.263
2010-04-13,4989.386,4919.87,3391.716,3161.251
2010-04-14,5074.676,4977.51,3403.707,3166.183
2010-04-15,5024.773,4914.75,3394.574,3164.966
2010-04-16,5019.351,4898.67,3356.332,3130.302
2010-04-19,4806.11,4688.84,3176.423,2980.297
2010-04-20,4875.092,4749.93,3173.374,2979.533
2010-04-21,5029.03,4893.98,3236.679,3033.278
2010-04-22,5060.748,4902.4,3201.541,2999.484
2010-04-23,5007.598,4864.16,3190.003,2983.537
2010-04-26,4999.058,4866.55,3171.997,2969.503
2010-04-27,4869.611,4739.27,3108.409,2907.928
2010-04-28,4834.789,4714.43,3097.353,2900.331
2010-04-29,4686.941,4561.4,3060.064,2868.432
2010-04-30,4527.758,4438.68,3067.365,2870.611
2010-05-04,4520.36,4434.13,3019.449,2835.277
2010-05-05,4662.835,4564.81,3036.394,2857.151
2010-05-06,4533.896,4419.78,2896.856,2739.702
2010-05-07,4453.169,4350.76,2836.789,2688.383
2010-05-10,4367.269,4269.11,2858.233,2698.757
2010-05-11,4239.791,4144.35,2800.817,2647.574
2010-05-12,4134.516,4042.52,2818.16,2655.714
2010-05-13,4236.403,4157.84,2886.911,2710.507
2010-05-14,4257.811,4184.84,2868.023,2696.629
2010-05-17,3981.288,3915.75,2714.715,2559.931
2010-05-18,4007.415,3972.15,2771.348,2594.783
2010-05-19,4007.155,3977.38,2762.174,2587.807
2010-05-20,3918.575,3901.26,2726.022,2555.94
2010-05-21,3993.737,3982.39,2768.791,2583.522
2010-05-24,4179.353,4163.48,2873.469,2673.423
2010-05-25,4169.405,4133.35,2813.943,2622.63
2010-05-26,4182.714,4144.66,2813.944,2625.793
2010-05-27,4264.161,4218.64,2859.979,2655.918
2010-05-28,4281.087,4235.32,2850.302,2655.767
2010-05-31,4149.964,4104.36,2773.264,2592.147
2010-06-01,4061.445,4025.79,2744.162,2568.283
2010-06-02,4129.533,4083.62,2757.527,2571.423
2010-06-03,4098.902,4053.99,2736.076,2552.656
2010-06-04,4133.329,4089.03,2744.391,2553.593
2010-06-07,4119.615,4072.57,2695.715,2511.729
2010-06-08,4180.617,4109.32,2699.336,2513.947
2010-06-09,4288.897,4211.88,2782.133,2583.87
2010-06-10,4297.883,4223.57,2750.023,2562.58
2010-06-11,4277.137,4198.0,2758.866,2569.942
2010-06-17,4231.545,4145.24,2742.733,2560.245
2010-06-18,4067.739,3972.29,2696.166,2513.222
2010-06-21,4169.358,4087.02,2780.663,2586.21
2010-06-22,4207.43,4119.72,2783.72,2588.698
2010-06-23,4205.533,4094.57,2758.495,2569.872
2010-06-24,4207.913,4095.29,2757.498,2566.745
2010-06-25,4139.807,4028.43,2736.287,2552.817
2010-06-28,4053.193,3961.38,2716.777,2535.278
2010-06-29,3814.469,3736.98,2592.019,2427.053
2010-06-30,3732.652,3664.46,2563.07,2398.37
2010-07-01,3685.538,3606.59,2526.071,2373.792
2010-07-02,3659.949,3585.58,2534.105,2382.901
2010-07-05,3627.288,3563.88,2512.651,2363.947
2010-07-06,3738.738,3665.33,2562.902,2409.424
2010-07-07,3795.585,3718.66,2580.477,2421.117
2010-07-08,3773.37,3698.34,2575.921,2415.15
2010-07-09,3886.272,3807.6,2647.104,2470.923
2010-07-12,3934.179,3849.52,2676.218,2490.718
2010-07-13,3878.641,3788.75,2634.593,2450.286
2010-07-14,3916.171,3824.05,2653.609,2470.44
2010-07-15,3816.801,3735.4,2608.519,2424.304
2010-07-16,3841.829,3757.43,2616.128,2424.271
2010-07-19,3930.956,3842.31,2682.472,2475.421
2010-07-20,4053.185,3951.36,2741.503,2528.73
2010-07-21,4059.375,3959.43,2747.335,2535.394
2010-07-22,4125.246,4017.86,2781.286,2562.406
2010-07-23,4131.474,4015.47,2793.076,2572.028
2010-07-26,4188.472,4071.09,2811.055,2588.683
2010-07-27,4184.582,4068.86,2795.724,2575.368
2010-07-28,4266.85,4162.32,2863.724,2633.663
2010-07-29,4296.211,4194.04,2877.976,2648.116
2010-07-30,4299.045,4191.13,2868.846,2637.503
2010-08-02,4389.718,4267.9,2917.275,2672.516
2010-08-03,4320.949,4193.64,2865.971,2627.002
2010-08-04,4372.506,4248.01,2876.434,2638.522
2010-08-05,4396.119,4267.96,2850.829,2620.757
2010-08-06,4480.654,4356.01,2897.659,2658.392
2010-08-09,4549.791,4413.57,2918.241,2672.533
2010-08-10,4385.809,4246.46,2832.638,2595.274
2010-08-11,4439.113,4297.9,2850.211,2607.497
2010-08-12,4388.62,4241.59,2816.386,2575.475
2010-08-13,4471.538,4323.05,2855.547,2606.7
2010-08-16,4573.421,4423.31,2922.083,2661.708
2010-08-17,4618.328,4457.76,2942.291,2671.893
2010-08-18,4611.647,4457.13,2937.362,2666.301
2010-08-19,4621.568,4461.49,2955.395,2687.979
2010-08-20,4522.607,4366.6,2898.333,2642.307
2010-08-23,4565.868,4404.72,2896.192,2639.366
2010-08-24,4626.348,4456.5,2911.827,2650.307
2010-08-25,4534.713,4368.3,2843.023,2596.58
2010-08-26,4562.351,4399.28,2850.093,2603.481
2010-08-27,4585.511,4431.44,2858.566,2610.742
2010-08-30,4705.878,4553.02,2915.01,2652.664
2010-08-31,4755.854,4589.29,2903.188,2638.798
2010-09-01,4698.733,4530.23,2884.042,2622.882
2010-09-02,4802.265,4625.4,2921.393,2655.776
2010-09-03,4845.913,4662.96,2920.205,2655.394
2010-09-06,4824.306,4651.96,2975.09,2696.25
2010-09-07,4865.778,4679.94,2983.108,2698.363
2010-09-08,4905.627,4720.38,2980.967,2695.291
2010-09-09,4837.024,4658.01,2926.46,2656.352
2010-09-10,4886.05,4705.31,2932.554,2663.209
2010-09-13,4967.466,4789.69,2962.319,2688.32
2010-09-14,4982.859,4805.42,2965.009,2688.522
2010-09-15,4888.01,4730.14,2913.194,2652.503
2010-09-16,4766.853,4610.92,2857.789,2602.465
2010-09-17,4767.48,4603.49,2861.369,2598.689
2010-09-20,4695.945,4553.12,2849.828,2588.713
2010-09-21,4677.679,4546.72,2857.476,2591.55
2010-09-27,4801.456,4673.6,2905.029,2627.967
2010-09-28,4785.696,4654.35,2880.907,2611.354
2010-09-29,4720.634,4590.32,2874.812,2610.678
2010-09-30,4785.49,4660.61,2935.574,2655.658
2010-10-08,4899.57,4767.97,3044.233,2738.744
2010-10-11,4922.591,4789.15,3132.895,2806.942
2010-10-12,4950.258,4806.03,3172.726,2841.407
2010-10-13,4968.83,4836.74,3217.577,2861.361
2010-10-14,4809.474,4679.55,3224.14,2879.636
2010-10-15,4789.479,4691.45,3327.683,2971.16
2010-10-18,4708.405,4636.64,3306.16,2955.227
2010-10-19,4865.697,4778.61,3375.674,3001.853
2010-10-20,4892.282,4794.19,3396.879,3003.951
2010-10-21,4930.621,4833.8,3374.685,2983.533
2010-10-22,4985.849,4877.93,3378.655,2975.043
2010-10-25,5107.281,4998.5,3481.081,3051.419
2010-10-26,5158.053,5046.15,3466.084,3041.543
2010-10-27,5124.132,4994.77,3403.872,2997.048
2010-10-28,5145.555,4999.59,3397.692,2992.579
2010-10-29,5211.524,5055.49,3379.983,2978.835
2010-11-01,5362.945,5199.52,3472.995,3054.021
2010-11-02,5343.489,5173.07,3463.131,3045.434
2010-11-03,5271.815,5098.54,3420.341,3030.988
2010-11-04,5392.557,5228.3,3480.505,3086.939
2010-11-05,5473.105,5311.77,3520.798,3129.497
2010-11-08,5598.485,5431.09,3548.566,3159.512
2010-11-09,5635.753,5467.84,3523.954,3135.0
2010-11-10,5651.386,5484.74,3499.111,3115.356
2010-11-11,5596.381,5440.1,3509.975,3147.744
2010-11-12,5227.248,5111.19,3291.833,2985.435
2010-11-15,5367.205,5255.27,3314.893,3014.413
2010-11-16,5197.371,5068.46,3169.538,2894.538
2010-11-17,5001.936,4855.85,3103.906,2838.857
2010-11-18,5080.876,4932.4,3147.962,2865.452
2010-11-19,5236.569,5081.03,3178.846,2888.566
2010-11-22,5332.612,5150.67,3171.941,2884.371
2010-11-23,5261.922,5063.24,3107.176,2828.282
2010-11-24,5414.166,5206.15,3177.043,2859.936
2010-11-25,5452.842,5259.81,3223.484,2898.261
2010-11-26,5444.856,5227.65,3194.853,2871.698
2010-11-29,5458.102,5248.75,3190.05,2866.356
2010-11-30,5294.698,5110.88,3136.985,2820.181
2010-12-01,5306.358,5116.84,3136.024,2823.449
2010-12-02,5333.577,5138.49,3155.059,2843.607
2010-12-03,5299.78,5100.37,3158.156,2842.431
2010-12-06,5224.884,5016.53,3165.57,2857.178
2010-12-07,5295.331,5084.58,3200.339,2875.861
2010-12-08,5294.811,5069.97,3171.882,2848.546
2010-12-09,5186.432,4964.9,3123.366,2810.949
2010-12-10,5253.71,5039.17,3161.977,2841.04
2010-12-13,5403.927,5179.02,3261.061,2922.954
2010-12-14,5482.794,5244.04,3269.474,2927.077
2010-12-15,5464.135,5230.68,3247.644,2911.414
2010-12-16,5470.228,5216.85,3230.665,2898.138
2010-12-17,5473.968,5228.34,3225.661,2893.74
2010-12-20,5409.479,5163.53,3178.657,2852.916
2010-12-21,5461.559,5222.79,3249.509,2904.115
2010-12-22,5420.185,5174.54,3215.453,2877.9
2010-12-23,5307.187,5069.52,3188.607,2855.22
2010-12-24,5205.723,4991.54,3162.955,2835.157
2010-12-27,5046.635,4849.63,3099.709,2781.402
2010-12-28,4934.745,4730.5,3044.931,2732.99
2010-12-29,5022.071,4812.53,3061.83,2751.527
2010-12-30,5044.617,4828.49,3064.098,2759.575
2010-12-31,5155.555,4936.72,3128.261,2808.077
2011-01-04,5230.735,5011.5,3189.682,2852.648
2011-01-05,5243.372,5028.77,3175.662,2838.593
2011-01-06,5224.823,5001.28,3159.643,2824.197
2011-01-07,5191.945,4975.14,3166.624,2838.801
2011-01-10,5051.952,4830.56,3108.187,2791.809
2011-01-11,5006.632,4804.82,3124.922,2804.047
2011-01-12,5042.236,4833.58,3142.337,2821.305
2011-01-13,5043.775,4826.76,3141.284,2827.713
2011-01-14,4942.074,4723.43,3091.862,2791.344
2011-01-17,4728.306,4519.91,2974.35,2706.66
2011-01-18,4750.153,4536.96,2977.648,2708.979
2011-01-19,4873.798,4646.09,3044.851,2758.097
2011-01-20,4699.945,4477.36,2944.713,2677.652
2011-01-21,4739.904,4506.32,2983.456,2715.294
2011-01-24,4636.905,4398.5,2954.232,2695.72
2011-01-25,4540.682,4341.91,2938.654,2677.432
2011-01-26,4619.121,4424.89,2978.431,2708.814
2011-01-27,4695.329,4502.81,3026.466,2749.15
2011-01-28,4749.429,4548.21,3036.735,2752.75
2011-01-31,4816.663,4610.86,3076.508,2790.694
2011-02-01,4830.407,4630.58,3077.283,2798.96
2011-02-09,4820.363,4609.72,3040.949,2774.065
2011-02-10,4962.519,4733.97,3104.163,2818.163
2011-02-11,5012.78,4786.81,3120.956,2827.328
2011-02-14,5087.252,4872.5,3219.143,2899.134
2011-02-15,5100.428,4869.69,3217.671,2899.237
2011-02-16,5196.151,4952.67,3248.527,2923.896
2011-02-17,5231.708,4987.48,3245.907,2926.964
2011-02-18,5197.122,4941.43,3211.876,2899.792
2011-02-21,5304.079,5042.97,3257.908,2932.246
2011-02-22,5166.968,4909.75,3163.578,2855.516
2011-02-23,5235.266,4979.06,3174.742,2862.634
2011-02-24,5269.962,5027.73,3190.935,2878.603
2011-02-25,5279.127,5032.8,3197.617,2878.565
2011-02-28,5347.299,5095.21,3239.559,2905.053
2011-03-01,5373.203,5122.44,3254.893,2918.92
2011-03-02,5362.239,5108.74,3243.298,2913.808
2011-03-03,5266.435,5009.05,3221.718,2902.978
2011-03-04,5330.17,5067.62,3270.666,2942.306
2011-03-07,5389.84,5138.25,3334.51,2996.211
2011-03-08,5425.681,5165.73,3337.457,2999.942
2011-03-09,5446.142,5181.37,3338.858,3002.154
2011-03-10,5413.565,5143.41,3280.259,2957.143
2011-03-11,5406.95,5139.75,3247.376,2933.796
2011-03-14,5462.395,5190.04,3262.92,2937.627
2011-03-15,5411.269,5131.33,3203.961,2896.256
2011-03-16,5481.891,5199.36,3248.195,2930.804
2011-03-17,5377.458,5104.13,3197.1,2897.298
2011-03-18,5417.939,5126.93,3215.685,2906.886
2011-03-21,5389.572,5086.11,3207.11,2909.137
2011-03-22,5389.592,5085.81,3222.961,2919.142
2011-03-23,5448.016,5155.34,3264.926,2948.477
2011-03-24,5473.535,5169.26,3251.361,2946.706
2011-03-25,5502.752,5212.35,3294.484,2977.814
2011-03-28,5493.785,5199.55,3290.571,2984.005
2011-03-29,5404.851,5111.15,3257.979,2958.077
2011-03-30,5357.795,5064.54,3256.08,2955.771
2011-03-31,5285.193,5000.4,3223.288,2928.111
2011-04-01,5346.701,5065.08,3272.729,2967.41
2011-04-06,5345.396,5057.84,3311.067,3001.36
