datetime,close,amount,ticker
2013-05-07,1.000552181115406,1632950.0,RB1310.SHF
2013-05-08,1.0129762562120377,1360277.0,RB1310.SHF
2013-05-09,0.9997239094422972,1483539.0,RB1310.SHF
2013-05-10,1.0046935394809497,1794558.0,RB1310.SHF
2013-05-13,1.0093870789618995,2172962.0,RB1310.SHF
2013-05-14,1.003036996134732,1718491.0,RB1310.SHF
2013-05-15,0.9812258420762009,1809112.0,RB1310.SHF
2013-05-16,0.9798453892876863,1912048.0,RB1310.SHF
2013-05-17,0.9999999999999999,3170745.0,RB1310.SHF
2013-05-20,0.9955825510767531,1950653.0,RB1310.SHF
2013-05-21,0.9911651021535063,1954022.0,RB1310.SHF
2013-05-22,0.9922694643843181,2120235.0,RB1310.SHF
2013-05-23,0.9809497515184981,1717530.0,RB1310.SHF
2013-05-24,0.9859193815571509,1421969.0,RB1310.SHF
2013-05-27,0.9652125897294314,1951392.0,RB1310.SHF
2013-05-28,0.9638321369409167,1531570.0,RB1310.SHF
2013-05-29,0.9494754279403645,1792040.0,RB1310.SHF
2013-05-30,0.9491993373826616,1660304.0,RB1310.SHF
2013-05-31,0.9431253451131971,1691445.0,RB1310.SHF
2013-06-03,0.9616234124792933,1958917.0,RB1310.SHF
2013-06-04,0.9602429596907787,1478135.0,RB1310.SHF
2013-06-05,0.9613473219215904,1165231.0,RB1310.SHF
2013-06-06,0.9445057979017119,1594715.0,RB1310.SHF
2013-06-07,0.9445057979017119,1218068.0,RB1310.SHF
2013-06-13,0.9447818884594148,1199738.0,RB1310.SHF
2013-06-14,0.9453340695748206,1407839.0,RB1310.SHF
2013-06-17,0.9599668691330756,1523653.0,RB1310.SHF
2013-06-18,0.9621755935946991,922992.0,RB1310.SHF
2013-06-19,0.973495306460519,1727650.0,RB1310.SHF
2013-06-20,0.9613473219215902,1972065.0,RB1310.SHF
2013-06-21,0.9707344008834898,2714296.0,RB1310.SHF
2013-06-24,0.9525124240750967,2065431.0,RB1310.SHF
2013-06-25,0.9541689674213144,1709820.0,RB1310.SHF
2013-06-26,0.9456101601325236,1019739.0,RB1310.SHF
2013-06-27,0.9583103257868583,1047866.0,RB1310.SHF
2013-06-28,0.9593959223043173,1234129.0,RB1401.SHF
2013-07-01,0.9588531240455879,1173288.0,RB1401.SHF
2013-07-02,0.9664522996678002,1176988.0,RB1401.SHF
2013-07-03,0.9813792517828603,1840150.0,RB1401.SHF
2013-07-04,0.9827362474296841,1419906.0,RB1401.SHF
2013-07-05,0.9827362474296841,1164943.0,RB1401.SHF
2013-07-08,0.9792080587479427,1637636.0,RB1401.SHF
2013-07-09,0.9762226683249307,1428442.0,RB1401.SHF
2013-07-10,0.9873500326288847,1950547.0,RB1401.SHF
2013-07-11,0.9895212256638024,2249471.0,RB1401.SHF
2013-07-12,0.9922352169574497,1348319.0,RB1401.SHF
2013-07-15,0.9935922126042734,1494886.0,RB1401.SHF
2013-07-16,0.9979345986741092,1181644.0,RB1401.SHF
2013-07-17,0.9984773969328385,1399628.0,RB1401.SHF
2013-07-18,0.9987487960622033,931759.0,RB1401.SHF
2013-07-19,1.0020055856145802,1100716.0,RB1401.SHF
2013-07-22,0.998205997803474,910520.0,RB1401.SHF
2013-07-23,1.0009199890971214,798869.0,RB1401.SHF
2013-07-24,1.0025483838733098,1142251.0,RB1401.SHF
2013-07-25,1.0001057917090272,698245.0,RB1401.SHF
2013-07-26,0.9957634056391915,739758.0,RB1401.SHF
2013-07-29,0.9870786334995202,738623.0,RB1401.SHF
2013-07-30,0.9859930369820613,639520.0,RB1401.SHF
2013-07-31,0.9889784274050732,934637.0,RB1401.SHF
2013-08-01,0.9897926247931675,647503.0,RB1401.SHF
2013-08-02,0.9979345986741094,854279.0,RB1401.SHF
2013-08-05,1.0001057917090272,482844.0,RB1401.SHF
2013-08-06,1.0017341864852156,603051.0,RB1401.SHF
2013-08-07,1.008247765589969,938011.0,RB1401.SHF
2013-08-08,1.0158469412121816,830082.0,RB1401.SHF
2013-08-09,1.0191037307645583,938155.0,RB1401.SHF
2013-08-12,1.0340306828796184,1034751.0,RB1401.SHF
2013-08-13,1.0416298585018309,1032036.0,RB1401.SHF
2013-08-14,1.036473275043901,894916.0,RB1401.SHF
2013-08-15,1.036473275043901,748988.0,RB1401.SHF
2013-08-16,1.034302082008983,916533.0,RB1401.SHF
2013-08-19,1.0345734811383476,946162.0,RB1401.SHF
2013-08-20,1.0302310950685118,758851.0,RB1401.SHF
2013-08-21,1.0283313011629587,575125.0,RB1401.SHF
2013-08-22,1.0229033185756642,873540.0,RB1401.SHF
2013-08-23,1.0359304767851714,1068025.0,RB1401.SHF
2013-08-26,1.0348448802677124,1024179.0,RB1401.SHF
2013-08-27,1.036201875914536,1068692.0,RB1401.SHF
2013-08-28,1.0223605203169348,1175252.0,RB1401.SHF
2013-08-29,1.0174753359883697,1165226.0,RB1401.SHF
2013-08-30,1.0185609325058287,720634.0,RB1401.SHF
2013-09-02,1.0277885029042295,726380.0,RB1401.SHF
2013-09-03,1.016389739470911,1005248.0,RB1401.SHF
2013-09-04,1.0142185464359932,654840.0,RB1401.SHF
2013-09-05,1.0128615507891694,600859.0,RB1401.SHF
2013-09-06,1.0104189586248868,772182.0,RB1401.SHF
2013-09-09,1.0182895333764639,671591.0,RB1401.SHF
2013-09-10,1.0139471473066282,593226.0,RB1401.SHF
2013-09-11,1.0115045551423456,652142.0,RB1401.SHF
2013-09-12,1.0077049673312395,530276.0,RB1401.SHF
2013-09-13,0.9925066160868147,911573.0,RB1401.SHF
2013-09-16,0.9897926247931674,708181.0,RB1401.SHF
2013-09-17,0.9897926247931674,599690.0,RB1401.SHF
2013-09-18,0.9859930369820612,688381.0,RB1401.SHF
2013-09-23,0.9919638178280853,714978.0,RB1401.SHF
2013-09-24,0.9843646422058728,612401.0,RB1401.SHF
2013-09-25,0.9840932430765081,513050.0,RB1401.SHF
2013-09-26,0.9805650543947667,512010.0,RB1401.SHF
2013-09-27,0.9705232866082717,582461.0,RB1401.SHF
2013-09-30,0.9735086770312836,324207.0,RB1401.SHF
2013-10-08,0.9767654665836603,535575.0,RB1401.SHF
2013-10-09,0.9740514752900129,858384.0,RB1401.SHF
2013-10-10,0.9762226683249307,511230.0,RB1401.SHF
2013-10-11,0.9773082648423895,578477.0,RB1401.SHF
2013-10-14,0.9838218439471429,564926.0,RB1401.SHF
2013-10-15,0.978665260489213,603469.0,RB1401.SHF
2013-10-16,0.9680806944439886,627255.0,RB1401.SHF
2013-10-17,0.965638102279706,495906.0,RB1401.SHF
2013-10-18,0.9683520935733533,682915.0,RB1401.SHF
2013-10-21,0.9688948918320827,384972.0,RB1401.SHF
2013-10-22,0.9683631163700452,308922.0,RB1405.SHF
2013-10-23,0.9662360145218958,455851.0,RB1405.SHF
2013-10-24,0.9617159230945782,477436.0,RB1405.SHF
2013-10-25,0.9532075157019804,398406.0,RB1405.SHF
2013-10-28,0.953473403432999,294910.0,RB1405.SHF
2013-10-29,0.95932293351541,541519.0,RB1405.SHF
2013-10-30,0.9691607795631013,595256.0,RB1405.SHF
2013-10-31,0.9667677899839332,576311.0,RB1405.SHF
2013-11-01,0.9760738605695871,885892.0,RB1405.SHF
2013-11-04,0.9776691869556992,628063.0,RB1405.SHF
2013-11-05,0.9755420851075497,685793.0,RB1405.SHF
2013-11-06,0.9683631163700452,746072.0,RB1405.SHF
2013-11-07,0.9782009624177366,955086.0,RB1405.SHF
2013-11-08,0.9734149832594003,670816.0,RB1405.SHF
2013-11-11,0.9752761973765312,761643.0,RB1405.SHF
2013-11-12,0.9758079728385685,633999.0,RB1405.SHF
2013-11-13,0.9696925550251387,791152.0,RB1405.SHF
2013-11-14,0.9625135862876343,951482.0,RB1405.SHF
2013-11-15,0.9548028420880925,968199.0,RB1405.SHF
2013-11-18,0.9550687298191112,669848.0,RB1405.SHF
2013-11-19,0.9635771372117091,844596.0,RB1405.SHF
2013-11-20,0.9694266672941201,952664.0,RB1405.SHF
2013-11-21,0.9603864844394848,837444.0,RB1405.SHF
2013-11-22,0.9609182599015222,611285.0,RB1405.SHF
2013-11-25,0.9667677899839333,737961.0,RB1405.SHF
2013-11-26,0.9731490955283818,1212334.0,RB1405.SHF
2013-11-27,0.9704902182181949,691030.0,RB1405.SHF
2013-11-28,0.9758079728385686,862685.0,RB1405.SHF
2013-12-02,0.9824551661140356,760009.0,RB1405.SHF
2013-12-03,0.9861775943482971,670773.0,RB1405.SHF
2013-12-04,0.987241145272372,737687.0,RB1405.SHF
2013-12-05,0.9819233906519983,621621.0,RB1405.SHF
2013-12-06,0.9843163802311665,575983.0,RB1405.SHF
2013-12-09,0.9896341348515401,678100.0,RB1405.SHF
2013-12-10,0.9880388084654279,561269.0,RB1405.SHF
2013-12-11,0.993090675354783,966704.0,RB1405.SHF
2013-12-12,0.991495348968671,619083.0,RB1405.SHF
2013-12-13,0.9774032992246808,1223098.0,RB1405.SHF
2013-12-16,0.9760738605695874,650185.0,RB1405.SHF
2013-12-17,0.973946758721438,688928.0,RB1405.SHF
2013-12-18,0.9720855446043072,646040.0,RB1405.SHF
2013-12-19,0.9710219936802325,512254.0,RB1405.SHF
2013-12-20,0.9643748004047653,642759.0,RB1405.SHF
2013-12-23,0.960386484439485,553916.0,RB1405.SHF
2013-12-24,0.9646406881357841,492039.0,RB1405.SHF
2013-12-25,0.957993494860317,671347.0,RB1405.SHF
2013-12-26,0.9582593825913358,635094.0,RB1405.SHF
2013-12-27,0.9603864844394853,658146.0,RB1405.SHF
2013-12-30,0.9500168629297566,743530.0,RB1405.SHF
2013-12-31,0.9492191997367007,630444.0,RB1405.SHF
2014-01-02,0.9545369543570743,509525.0,RB1405.SHF
2014-01-03,0.9412425678061401,630329.0,RB1405.SHF
2014-01-06,0.934595374530673,553862.0,RB1405.SHF
2014-01-07,0.9213009879797388,758754.0,RB1405.SHF
2014-01-08,0.9223645389038135,611457.0,RB1405.SHF
2014-01-09,0.9189079984005707,655349.0,RB1405.SHF
2014-01-10,0.9284799567172434,812393.0,RB1405.SHF
2014-01-13,0.9205033247866828,614770.0,RB1405.SHF
2014-01-14,0.9284799567172433,616759.0,RB1405.SHF
2014-01-15,0.9300752831033554,584784.0,RB1405.SHF
2014-01-16,0.9255551916760377,643335.0,RB1405.SHF
2014-01-17,0.9226304266348322,487125.0,RB1405.SHF
2014-01-20,0.9175785597454772,716274.0,RB1405.SHF
2014-01-21,0.9066771627737112,740107.0,RB1405.SHF
2014-01-22,0.9103995910079729,710423.0,RB1405.SHF
2014-01-23,0.9207692125177015,726351.0,RB1405.SHF
2014-01-24,0.9271505180621499,718642.0,RB1405.SHF
2014-01-27,0.9231622020968696,438063.0,RB1405.SHF
2014-01-28,0.9122608051251035,482261.0,RB1405.SHF
2014-01-30,0.9186421106695519,258753.0,RB1405.SHF
2014-02-07,0.9069430505047298,463373.0,RB1405.SHF
2014-02-10,0.9096019278149166,780248.0,RB1405.SHF
2014-02-11,0.9002958572292626,596091.0,RB1405.SHF
2014-02-12,0.9021570713463933,570201.0,RB1405.SHF
2014-02-13,0.9026888468084306,545882.0,RB1405.SHF
2014-02-14,0.9072089382357482,483928.0,RB1405.SHF
2014-02-17,0.9186421106695515,744210.0,RB1405.SHF
2014-02-18,0.911463141932047,508018.0,RB1405.SHF
2014-02-19,0.9135902437801965,462774.0,RB1405.SHF
2014-02-20,0.9024229590774118,544957.0,RB1405.SHF
2014-02-21,0.9010935204223184,399260.0,RB1405.SHF
2014-02-24,0.8843425933681414,759235.0,RB1405.SHF
2014-02-25,0.879556614209805,474125.0,RB1405.SHF
2014-02-26,0.8819496037889731,418382.0,RB1405.SHF
2014-02-27,0.8880650216024027,467870.0,RB1405.SHF
2014-02-28,0.8822154915199918,514972.0,RB1405.SHF
2014-03-03,0.8838108179061039,377624.0,RB1405.SHF
2014-03-04,0.8794253001289867,658374.0,RB1410.SHF
2014-03-05,0.8830369030042596,1001752.0,RB1410.SHF
2014-03-06,0.8740078958160771,819627.0,RB1410.SHF
2014-03-07,0.8603353992168291,1296792.0,RB1410.SHF
2014-03-10,0.8309266329467486,773936.0,RB1410.SHF
2014-03-11,0.8347962074559698,1419365.0,RB1410.SHF
2014-03-12,0.8394396968670352,1579814.0,RB1410.SHF
2014-03-13,0.8471788458854774,1132581.0,RB1410.SHF
2014-03-14,0.8415034699386198,1047873.0,RB1410.SHF
2014-03-17,0.8329904060183333,1047982.0,RB1410.SHF
2014-03-18,0.8358280939917622,1107675.0,RB1410.SHF
2014-03-19,0.8363440372596583,1139312.0,RB1410.SHF
2014-03-20,0.8332483776522814,1310914.0,RB1410.SHF
2014-03-21,0.8306686613128007,1345155.0,RB1410.SHF
2014-03-24,0.8288628598751642,1201707.0,RB1410.SHF
2014-03-25,0.8479527607873217,2069537.0,RB1410.SHF
2014-03-26,0.8448571011799448,962013.0,RB1410.SHF
2014-03-27,0.8433092713762564,1155428.0,RB1410.SHF
2014-03-28,0.8531121934662833,1212607.0,RB1410.SHF
2014-03-31,0.8585295977791929,1282053.0,RB1410.SHF
2014-04-01,0.8593035126810371,834474.0,RB1410.SHF
2014-04-02,0.855691909805764,1050041.0,RB1410.SHF
2014-04-03,0.8605933708507775,1042742.0,RB1410.SHF
2014-04-04,0.8698803496729081,1113003.0,RB1410.SHF
2014-04-08,0.8807151582987272,1177446.0,RB1410.SHF
2014-04-09,0.8729760092802848,934068.0,RB1410.SHF
2014-04-10,0.8688484631371156,1069003.0,RB1410.SHF
2014-04-11,0.866784690065531,890260.0,RB1410.SHF
2014-04-14,0.866784690065531,1246298.0,RB1410.SHF
2014-04-15,0.8691064347710639,1003197.0,RB1410.SHF
2014-04-16,0.8587875694131409,1049671.0,RB1410.SHF
2014-04-17,0.8574977112434006,771234.0,RB1410.SHF
2014-04-18,0.8371179521615026,1600556.0,RB1410.SHF
2014-04-21,0.8345382358220219,714246.0,RB1410.SHF
2014-04-22,0.8368599805275546,1077442.0,RB1410.SHF
2014-04-23,0.8425353564744124,1119583.0,RB1410.SHF
2014-04-24,0.8469208742515297,1178412.0,RB1410.SHF
2014-04-25,0.8451150728138932,782378.0,RB1410.SHF
2014-04-28,0.8311846045806971,971086.0,RB1410.SHF
2014-04-29,0.8378918670633471,924113.0,RB1410.SHF
2014-04-30,0.8324744627504375,720601.0,RB1410.SHF
2014-05-05,0.8353121507238663,849235.0,RB1410.SHF
2014-05-06,0.8319585194825414,752638.0,RB1410.SHF
2014-05-07,0.8242193704640992,1242063.0,RB1410.SHF
2014-05-08,0.8206077675888261,1062865.0,RB1410.SHF
2014-05-09,0.8172541363475012,887629.0,RB1410.SHF
2014-05-12,0.823703427196203,1025122.0,RB1410.SHF
2014-05-13,0.816480221445657,892314.0,RB1410.SHF
2014-05-14,0.816738193079605,744997.0,RB1410.SHF
2014-05-15,0.8077091858914224,987329.0,RB1410.SHF
2014-05-16,0.7971323488995513,1330058.0,RB1410.SHF
2014-05-19,0.7945526325600706,1305341.0,RB1410.SHF
2014-05-20,0.7914569729526937,971097.0,RB1410.SHF
2014-05-21,0.7932627743903302,1124348.0,RB1410.SHF
2014-05-22,0.7942946609261224,1380715.0,RB1410.SHF
2014-05-23,0.7948106041940186,840380.0,RB1410.SHF
2014-05-26,0.810030930596955,1376975.0,RB1410.SHF
2014-05-27,0.8110628171327473,857264.0,RB1410.SHF
2014-05-28,0.8038396113822012,1061549.0,RB1410.SHF
2014-05-29,0.8025497532124608,754616.0,RB1410.SHF
2014-05-30,0.7883613133453167,1191433.0,RB1410.SHF
2014-06-03,0.7886192849792648,937437.0,RB1410.SHF
2014-06-04,0.7896511715150571,814400.0,RB1410.SHF
2014-06-05,0.7911990013187455,1229170.0,RB1410.SHF
2014-06-06,0.7942946609261224,1017829.0,RB1410.SHF
2014-06-09,0.7904250864169013,847156.0,RB1410.SHF
2014-06-10,0.7914569729526937,1236684.0,RB1410.SHF
2014-06-11,0.785781597005836,867210.0,RB1410.SHF
2014-06-12,0.7808801359608226,896363.0,RB1410.SHF
2014-06-13,0.7813960792287188,1015931.0,RB1410.SHF
2014-06-16,0.7741728734781728,1016017.0,RB1410.SHF
2014-06-17,0.7785583912552901,1103980.0,RB1410.SHF
2014-06-18,0.7762366465497574,734271.0,RB1410.SHF
2014-06-19,0.7762366465497574,796135.0,RB1410.SHF
2014-06-20,0.7852656537379401,1354864.0,RB1410.SHF
2014-06-23,0.7924888594884861,1150196.0,RB1410.SHF
2014-06-24,0.7904250864169016,852245.0,RB1410.SHF
2014-06-25,0.7942946609261228,802840.0,RB1410.SHF
2014-06-26,0.8035816397482534,1199247.0,RB1410.SHF
2014-06-27,0.7966164056316553,825210.0,RB1410.SHF
2014-06-30,0.7935207460242784,667512.0,RB1410.SHF
2014-07-01,0.7917149445866418,720649.0,RB1410.SHF
2014-07-02,0.798938150337188,880450.0,RB1410.SHF
2014-07-03,0.7953265474619149,422868.0,RB1410.SHF
2014-07-04,0.796096466675334,849502.0,RB1501.SHF
2014-07-07,0.7925035103460448,1120336.0,RB1501.SHF
2014-07-08,0.799689423004623,993263.0,RB1501.SHF
2014-07-09,0.7942999885106894,850188.0,RB1501.SHF
2014-07-10,0.798919503791204,1458573.0,RB1501.SHF
2014-07-11,0.8027690998582994,1306447.0,RB1501.SHF
2014-07-14,0.8073886151388139,1183186.0,RB1501.SHF
2014-07-15,0.8071319754010075,861369.0,RB1501.SHF
2014-07-16,0.8037956588095247,691580.0,RB1501.SHF
2014-07-17,0.8009726216936548,818613.0,RB1501.SHF
2014-07-18,0.7830078400472095,1373358.0,RB1501.SHF
2014-07-21,0.7806980824069522,907416.0,RB1501.SHF
2014-07-22,0.7814680016203711,895251.0,RB1501.SHF
2014-07-23,0.7791582439801139,911764.0,RB1501.SHF
2014-07-24,0.7786449645045012,1119123.0,RB1501.SHF
2014-07-25,0.7822379208337903,892119.0,RB1501.SHF
2014-07-28,0.7894238334923683,1351612.0,RB1501.SHF
2014-07-29,0.7968663858887528,1495405.0,RB1501.SHF
2014-07-30,0.7883972745411428,1144801.0,RB1501.SHF
2014-07-31,0.7876273553277238,780694.0,RB1501.SHF
2014-08-01,0.787114075852111,1147494.0,RB1501.SHF
2014-08-04,0.7971230256265591,1472797.0,RB1501.SHF
2014-08-05,0.7960964666753336,1476314.0,RB1501.SHF
2014-08-06,0.7966097461509464,1295441.0,RB1501.SHF
2014-08-07,0.7955831871997209,1114083.0,RB1501.SHF
2014-08-08,0.7922468706082382,1123995.0,RB1501.SHF
2014-08-11,0.7858308771630791,1262330.0,RB1501.SHF
2014-08-12,0.7860875169008854,895711.0,RB1501.SHF
2014-08-13,0.7812113618825646,1339218.0,RB1501.SHF
2014-08-14,0.7753086479130182,1071499.0,RB1501.SHF
2014-08-15,0.7778750452910819,1186634.0,RB1501.SHF
2014-08-18,0.7724856107971483,1226636.0,RB1501.SHF
2014-08-19,0.7737688094861801,989808.0,RB1501.SHF
